To Owner,From Contractor,Project Name,Payment Application/Invoice No.,Payment Application Period,Original Contract Sum,Net Change by Change Orders,Contract Sum to Date,Total Completed & Stored to Date,Retainage % on Completed Work,Retainage on Completed Work,Retainage % on Stored Materials,Retainage on Stored Materials,Total Retainage,Total Earned Less Retainage,Less Previous Certificates for Payment,Current Payment Due,Balance to Finish Including Retainage,Change Order Summary - Additions Prev Months,Change Order Summary - Additions This Month,Change Order Summary - Deductions Prev Months,Change Order Summary - Deductions This Month,Change Order Summary - Net Total,Architect's Signature Present,Contractor's Signature Present
Boeing Service Company,BE&K | HITT,Boeing/25/BSC Site Expansion,12,2/28/26,915480436,400427038,1315907474,422865412,5,15373232,5,15444309,30717541,407421104,361844557,45576547,908486371,298131941,102295097,0,0,400427038,No,No
