To Owner,From Contractor,Project Name,Payment Application/Invoice No.,Payment Application Period,Original Contract Sum,Net Change by Change Orders,Contract Sum to Date,Total Completed & Stored to Date,Retainage on Completed Work,Retainage on Stored Materials,Total Retainage,Total Earned Less Retainage,Less Previous Certificates for Payment,Current Payment Due,Balance to Finish Including Retainage,Change Order Summary,Architect's Signature Present,Contractor's Signature Present,Source Page,Review Notes
Boeing Service Company,BE&K | HITT,Boeing/25/BSC Site Expansion,12,2/28/26,915480436,400427038,1315907474,422865412,15373232,71076,15444309,407421104,361844557,45576547,908486371,Previous Additions: 298131941; Previous Deductions: 0; Approved This Month Additions: 102295097; Approved This Month Deductions: 0; Total Additions: 400427038; Total Deductions: 0; Net Change: 400427038,No,No,1,
